Date,Close
44407.66667,145.86
44410.66667,145.52
44411.66667,147.36
44412.66667,146.95
44413.66667,147.06
44414.66667,146.14
44417.66667,146.09
44418.66667,145.6
44419.66667,145.86
44420.66667,148.89
44421.66667,149.1
44424.66667,151.12
44425.66667,150.19
44426.66667,146.36
44427.66667,146.7
44428.66667,148.19
44431.66667,149.71
44432.66667,149.62
44433.66667,148.36
44434.66667,147.54
44435.66667,148.6
44438.66667,153.12
44439.66667,151.83
44440.66667,152.51
44441.66667,153.65
44442.66667,154.3
44446.66667,156.69
44447.66667,155.11
44448.66667,154.07
44449.66667,148.97
44452.66667,149.55
44453.66667,148.12
44454.66667,149.03
44455.66667,148.79
44456.66667,146.06
44459.66667,142.94
44460.66667,143.43
44461.66667,145.85
44462.66667,146.83
44463.66667,146.92
44466.66667,145.37
44467.66667,141.91
44468.66667,142.83
44469.66667,141.5
44470.66667,142.65
44473.66667,139.14
44474.66667,141.11
44475.66667,142
44476.66667,143.29
44477.66667,142.9
44480.66667,142.81
44481.66667,141.51
44482.66667,140.91
44483.66667,143.76
44484.66667,144.84
44487.66667,146.55
44488.66667,148.76
44489.66667,149.26
44490.66667,149.48
44491.66667,148.69
44494.66667,148.64
44495.66667,149.32
44496.66667,148.85
44497.66667,152.57
44498.66667,149.8
44501.66667,148.96
44502.66667,150.02
44503.66667,151.49
44504.66667,150.96
44505.66667,151.28
44508.66667,150.44
44509.66667,150.81
44510.66667,147.92
44511.66667,147.87
44512.66667,149.99
44515.66667,150
44516.66667,151
44517.66667,153.49
44518.66667,157.87
44519.66667,160.55
44522.66667,161.02
44523.66667,161.41
44524.66667,161.94
44526.54167,156.81
44529.66667,160.24
44530.66667,165.3
44531.66667,164.77
44532.66667,163.76
44533.66667,161.84
44536.66667,165.32
44537.66667,171.18
44538.66667,175.08
44539.66667,174.56
44540.66667,179.45
44543.66667,175.74
44544.66667,174.33
44545.66667,179.3
44546.66667,172.26
44547.66667,171.14
44550.66667,169.75
44551.66667,172.99
44552.66667,175.64
44553.66667,176.28
44557.66667,180.33
44558.66667,179.29
44559.66667,179.38
44560.66667,178.2
44561.66667,177.57
44564.66667,182.01
44565.66667,179.7
44566.66667,174.92
44567.66667,172
44568.66667,172.17
44571.66667,172.19
44572.66667,175.08
44573.66667,175.53
44574.66667,172.19
44575.66667,173.07
44579.66667,169.8
44580.66667,166.23
44581.66667,164.51
44582.66667,162.41
44585.66667,161.62
44586.66667,159.78
44587.66667,159.69
44588.66667,159.22
44589.66667,170.33
44592.66667,174.78
44593.66667,174.61
44594.66667,175.84
44595.66667,172.9
44596.66667,172.39
44599.66667,171.66
44600.66667,174.83
44601.66667,176.28
44602.66667,172.12
44603.66667,168.64
44606.66667,168.88
44607.66667,172.79
44608.66667,172.55
44609.66667,168.88
44610.66667,167.3
44614.66667,164.32
44615.66667,160.07
44616.66667,162.74
44617.66667,164.85
44620.66667,165.12
44621.66667,163.2
44622.66667,166.56
44623.66667,166.23
44624.66667,163.17
44627.66667,159.3
44628.66667,157.44
44629.66667,162.95
44630.66667,158.52
44631.66667,154.73
44634.66667,150.62
44635.66667,155.09
44636.66667,159.59
44637.66667,160.62
44638.66667,163.98
44641.66667,165.38
44642.66667,168.82
44643.66667,170.21
44644.66667,174.07
44645.66667,174.72
44648.66667,175.6
44649.66667,178.96
44650.66667,177.77
44651.66667,174.61
44652.66667,174.31
